Timestamp,Version,RoutingProtocol,NumberOfNodes,TrafficLevel,DataRate,MobilityMode,MobilitySpeed,Seed,Duration,PacketsSent,PacketsReceived,PacketLoss,PDR,ThroughputKbps,AverageDelaySec,AverageJitterSec,RoutingOverheadPackets,AverageHopCount,HopCountMethod,PathChanges,AverageLinkUtilization,MaximumLinkUtilization,UnreachableSensors,SigmoidKRisk,SigmoidX0Risk,SigmoidKLoad,SigmoidX0Load,WeightRisk,WeightLoad
1787858947,v4,v4,50,medium,8kbps,static,0,22,300,26350,10690,15660,40.5693,171.04,0.0942271,0.0373436,0,1.66,exact,0,0.00868433,0.050304,0,5,0.5,2,0.5,0.75,0.25
1787858970,v4,v4,50,medium,8kbps,static,0,23,300,26350,9529,16821,36.1632,152.464,0.0996481,0.0387691,0,1.62,exact,0,0.00867884,0.0682906,0,5,0.5,2,0.5,0.75,0.25
1787858994,v4,v4,50,medium,8kbps,static,0,24,300,26350,9300,17050,35.2941,148.8,0.0947611,0.0418522,0,1.54,exact,0,0.00807056,0.043991,0,5,0.5,2,0.5,0.75,0.25
1787859016,v4,v4,50,medium,8kbps,static,0,25,300,26350,8608,17742,32.6679,137.728,0.0675264,0.029724,0,1.5,exact,0,0.00683954,0.0404122,0,5,0.5,2,0.5,0.75,0.25
1787859038,v4,v4,50,medium,8kbps,static,0,26,300,26350,7585,18765,28.7856,121.36,0.0784303,0.0294621,0,1.52,exact,0,0.00675746,0.0407962,0,5,0.5,2,0.5,0.75,0.25
1787859061,v4,v4,50,medium,8kbps,static,0,27,300,26350,7984,18366,30.2998,127.744,0.11498,0.0457912,0,1.62,exact,0,0.00800791,0.0636826,0,5,0.5,2,0.5,0.75,0.25
1787859087,v4,v4,50,medium,8kbps,static,0,28,300,26350,8436,17914,32.0152,134.976,0.106729,0.0411218,0,1.6,exact,0,0.00782497,0.0501658,0,5,0.5,2,0.5,0.75,0.25
1787859110,v4,v4,50,medium,8kbps,static,0,29,300,26350,8968,17382,34.0342,143.488,0.0976431,0.0377251,0,1.6,exact,0,0.00795145,0.05376,0,5,0.5,2,0.5,0.75,0.25
1787859135,v4,v4,50,medium,8kbps,static,0,30,300,26350,10267,16083,38.9639,164.272,0.0891158,0.0366702,0,1.64,exact,0,0.00743609,0.0766464,0,5,0.5,2,0.5,0.75,0.25
1787859160,v4,v4,50,medium,8kbps,static,0,20,300,26350,11057,15293,41.962,176.912,0.109046,0.0464222,0,1.62,exact,0,0.00847469,0.0834048,0,5,0.5,5,0.5,0.25,0.75
1787859184,v4,v4,50,medium,8kbps,static,0,21,300,26350,7996,18354,30.3454,127.936,0.0932696,0.0435769,0,1.44,exact,0,0.00696103,0.0381696,0,5,0.5,5,0.5,0.25,0.75
1787859212,v4,v4,50,medium,8kbps,static,0,22,300,26350,10690,15660,40.5693,171.04,0.0942271,0.0373436,0,1.66,exact,0,0.00868433,0.050304,0,5,0.5,5,0.5,0.25,0.75
1787859234,v4,v4,50,medium,8kbps,static,0,23,300,26350,9529,16821,36.1632,152.464,0.0996481,0.0387691,0,1.62,exact,0,0.00867884,0.0682906,0,5,0.5,5,0.5,0.25,0.75
1787859258,v4,v4,50,medium,8kbps,static,0,24,300,26350,9300,17050,35.2941,148.8,0.0947611,0.0418522,0,1.54,exact,0,0.00807056,0.043991,0,5,0.5,5,0.5,0.25,0.75
1787859280,v4,v4,50,medium,8kbps,static,0,25,300,26350,8608,17742,32.6679,137.728,0.0675264,0.029724,0,1.5,exact,0,0.00683954,0.0404122,0,5,0.5,5,0.5,0.25,0.75
1787859303,v4,v4,50,medium,8kbps,static,0,26,300,26350,7585,18765,28.7856,121.36,0.0784303,0.0294621,0,1.52,exact,0,0.00675746,0.0407962,0,5,0.5,5,0.5,0.25,0.75
1787859325,v4,v4,50,medium,8kbps,static,0,27,300,26350,7984,18366,30.2998,127.744,0.11498,0.0457912,0,1.62,exact,0,0.00800791,0.0636826,0,5,0.5,5,0.5,0.25,0.75
1787859353,v4,v4,50,medium,8kbps,static,0,28,300,26350,9432,16918,35.7951,150.912,0.122686,0.046816,0,1.6,exact,0,0.0090716,0.0687206,0,5,0.5,5,0.5,0.25,0.75
1787859377,v4,v4,50,medium,8kbps,static,0,29,300,26350,8968,17382,34.0342,143.488,0.0976431,0.0377251,0,1.6,exact,0,0.00795145,0.05376,0,5,0.5,5,0.5,0.25,0.75
1787859401,v4,v4,50,medium,8kbps,static,0,30,300,26350,9732,16618,36.9336,155.712,0.0894207,0.0386061,0,1.64,exact,0,0.00729854,0.0500122,0,5,0.5,5,0.5,0.25,0.75
1787859426,v4,v4,50,medium,8kbps,static,0,20,300,26350,11057,15293,41.962,176.912,0.109046,0.0464222,0,1.62,exact,0,0.00847469,0.0834048,0,5,0.5,5,0.5,0.5,0.5
1787859449,v4,v4,50,medium,8kbps,static,0,21,300,26350,7996,18354,30.3454,127.936,0.0932696,0.0435769,0,1.44,exact,0,0.00696103,0.0381696,0,5,0.5,5,0.5,0.5,0.5
1787859477,v4,v4,50,medium,8kbps,static,0,22,300,26350,10690,15660,40.5693,171.04,0.0942271,0.0373436,0,1.66,exact,0,0.00868433,0.050304,0,5,0.5,5,0.5,0.5,0.5
1787859500,v4,v4,50,medium,8kbps,static,0,23,300,26350,9529,16821,36.1632,152.464,0.0996481,0.0387691,0,1.62,exact,0,0.00867884,0.0682906,0,5,0.5,5,0.5,0.5,0.5
1787859524,v4,v4,50,medium,8kbps,static,0,24,300,26350,9300,17050,35.2941,148.8,0.0947611,0.0418522,0,1.54,exact,0,0.00807056,0.043991,0,5,0.5,5,0.5,0.5,0.5
1787859546,v4,v4,50,medium,8kbps,static,0,25,300,26350,8608,17742,32.6679,137.728,0.0675264,0.029724,0,1.5,exact,0,0.00683954,0.0404122,0,5,0.5,5,0.5,0.5,0.5
1787859568,v4,v4,50,medium,8kbps,static,0,26,300,26350,7585,18765,28.7856,121.36,0.0784303,0.0294621,0,1.52,exact,0,0.00675746,0.0407962,0,5,0.5,5,0.5,0.5,0.5
1787859591,v4,v4,50,medium,8kbps,static,0,27,300,26350,7984,18366,30.2998,127.744,0.11498,0.0457912,0,1.62,exact,0,0.00800791,0.0636826,0,5,0.5,5,0.5,0.5,0.5
1787859617,v4,v4,50,medium,8kbps,static,0,28,300,26350,8436,17914,32.0152,134.976,0.106729,0.0411218,0,1.6,exact,0,0.00782497,0.0501658,0,5,0.5,5,0.5,0.5,0.5
1787859640,v4,v4,50,medium,8kbps,static,0,29,300,26350,8968,17382,34.0342,143.488,0.0976431,0.0377251,0,1.6,exact,0,0.00795145,0.05376,0,5,0.5,5,0.5,0.5,0.5
1787859666,v4,v4,50,medium,8kbps,static,0,30,300,26350,10267,16083,38.9639,164.272,0.0891158,0.0366702,0,1.64,exact,0,0.00743609,0.0766464,0,5,0.5,5,0.5,0.5,0.5
1787859690,v4,v4,50,medium,8kbps,static,0,20,300,26350,11057,15293,41.962,176.912,0.109046,0.0464222,0,1.62,exact,0,0.00847469,0.0834048,0,5,0.5,5,0.5,0.75,0.25
1787859714,v4,v4,50,medium,8kbps,static,0,21,300,26350,7996,18354,30.3454,127.936,0.0932696,0.0435769,0,1.44,exact,0,0.00696103,0.0381696,0,5,0.5,5,0.5,0.75,0.25
1787859742,v4,v4,50,medium,8kbps,static,0,22,300,26350,10690,15660,40.5693,171.04,0.0942271,0.0373436,0,1.66,exact,0,0.00868433,0.050304,0,5,0.5,5,0.5,0.75,0.25
1787859764,v4,v4,50,medium,8kbps,static,0,23,300,26350,9529,16821,36.1632,152.464,0.0996481,0.0387691,0,1.62,exact,0,0.00867884,0.0682906,0,5,0.5,5,0.5,0.75,0.25
1787859788,v4,v4,50,medium,8kbps,static,0,24,300,26350,9300,17050,35.2941,148.8,0.0947611,0.0418522,0,1.54,exact,0,0.00807056,0.043991,0,5,0.5,5,0.5,0.75,0.25
1787859810,v4,v4,50,medium,8kbps,static,0,25,300,26350,8608,17742,32.6679,137.728,0.0675264,0.029724,0,1.5,exact,0,0.00683954,0.0404122,0,5,0.5,5,0.5,0.75,0.25
1787859833,v4,v4,50,medium,8kbps,static,0,26,300,26350,7585,18765,28.7856,121.36,0.0784303,0.0294621,0,1.52,exact,0,0.00675746,0.0407962,0,5,0.5,5,0.5,0.75,0.25
1787859855,v4,v4,50,medium,8kbps,static,0,27,300,26350,7984,18366,30.2998,127.744,0.11498,0.0457912,0,1.62,exact,0,0.00800791,0.0636826,0,5,0.5,5,0.5,0.75,0.25
1787859881,v4,v4,50,medium,8kbps,static,0,28,300,26350,8436,17914,32.0152,134.976,0.106729,0.0411218,0,1.6,exact,0,0.00782497,0.0501658,0,5,0.5,5,0.5,0.75,0.25
1787859905,v4,v4,50,medium,8kbps,static,0,29,300,26350,9544,16806,36.2201,152.704,0.098086,0.0372129,0,1.62,exact,0,0.00831092,0.0595046,0,5,0.5,5,0.5,0.75,0.25
1787859930,v4,v4,50,medium,8kbps,static,0,30,300,26350,10267,16083,38.9639,164.272,0.0891158,0.0366702,0,1.64,exact,0,0.00743609,0.0766464,0,5,0.5,5,0.5,0.75,0.25
